id,propertyID,uRL,description,location,type,details,url2,price,priceHistory,endAuction,statusAuction,Fresh_flag,zip,county,building_year,house_surface,land_surface,non_shared_walls,building_state,location_prime,price_num,text,auction_status,Longitude,Latitude,Coordonnees,dist_Bru,dist_Ghe,dist_Antw,dist_Leuv,dist_Charl,dist_Nam,dist_Lieg,dist_Mons,last_pull
912,193813,https://www.biddit.be/fr/catalog/detail/193813,Een woonhuis,9200 Oudegem,Maison,"Informations descriptives
Surface terrain
437 m²
Nombre de salles de bain
1
Living
Salle à manger
Cave
Cuisine équipée
Informations supplémentaires
Grenier
Grenier isolé
Veranda
Buanderie
Parking(s) à l'intérieur
1
Informations sur le jardin et terrain
Jardin
Informations sur les commodités et facilités
Bus
Commerces
Informations énergétiques
Code unique du certificat PEB
20210226-0002379023-RES-1
Citerne à mazout, gaz ou autre
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 438
Revenu cadastral à définir
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
Woongebied
Type de zone inondable
Pas d’application
(procédure en cours) relative aux mesures de réparation aménagement du territoire
Permis d'urbanisme
Permis d'urbanisation ou permis de lotir
Droit de préemption RUP
Données relatives à la protection du patrimoine
L'immeuble est-il protégé ou repris dans un inventaire établi? (info: www.onroerenderfgoed.be)
Non",NA,€ 125.000,"08/04/2021, 21:41:21
Enchère
€ 125.000
08/04/2021, 06:55:29
Enchère
€ 124.000
07/04/2021, 12:31:58
Enchère
€ 123.000
07/04/2021, 12:31:49
Enchère
€ 122.000
06/04/2021, 22:03:46
Enchère
€ 121.000
05/04/2021, 07:40:42
Enchère
€ 120.000
04/04/2021, 10:00:00
Mise à prix
€ 120.000",se termine le 12/04/2021 à 10:00 heure(s),"Temps restant
01
jours
20
heures
:
21
min
:
20
sec
se termine le 12/04/2021 à 10:00 heure(s)",Old_property,9200,92,NA,NA,437,NA,NA,0,125000,"<b>€ 125.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/193813'>Maison</a><br/>
Een woonhuis",Running Auction,4.1025435644905,51.0533487,"51.0533487,4.10254356449",28.51817911327517,26.902041654425936,3203.530010163112,46.07504330321374,75.34394429280957,84.64322945929192,113.70114357929847,67.36220722555734,10 04 2021
915,193893,https://www.biddit.be/fr/catalog/detail/193893,Woonhuis op gunstige locatie,2100 Deurne,Maison,"Informations descriptives
Année de construction
1959
Surface terrain
144 m²
Surface habitable
107 m²
Nombre de façades
2
Nombre de salles de bain
1
Nombre de toilettes
2
Living
Cave
Cuisine équipée
Informations énergétiques
Code unique du certificat PEB
20200916-0002315577-RES-1
Double vitrage
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 592
Immeuble de rapport
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
woongebied
Type de zone inondable
Pas d’application
(procédure en cours) relative aux mesures de réparation aménagement du territoire
Permis d'urbanisme
Permis d'urbanisation ou permis de lotir
Droit de préemption RUP",NA,€ 132.000,"08/04/2021, 21:06:59
Enchère
€ 132.000
07/04/2021, 14:26:50
Enchère
€ 130.000
05/04/2021, 17:37:33
Enchère
€ 128.000
05/04/2021, 14:37:42
Enchère
€ 126.000
04/04/2021, 21:11:13
Enchère
€ 124.000
04/04/2021, 12:00:11
Enchère
€ 122.000
04/04/2021, 12:00:01
Enchère
€ 120.000
04/04/2021, 12:00:00
Mise à prix
€ 120.000",se termine le 12/04/2021 à 12:00 heure(s),"Temps restant
01
jours
22
heures
:
21
min
:
34
sec
se termine le 12/04/2021 à 12:00 heure(s)",Old_property,2100,21,1959,107,144,2,NA,0,132000,"<b>€ 132.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/193893'>Maison</a><br/>
Woonhuis op gunstige locatie",Running Auction,4.4695254092764,51.2115284,"51.2115284,4.46952540928",40.97552685358171,55.27863521731103,3173.656746094603,40.2387085755018,88.9941484903862,87.37732653378396,100.92275197265894,91.52699642654261,10 04 2021
916,194235,https://www.biddit.be/fr/catalog/detail/194235,Instapklare nieuwbouw,3582 Koersel,Maison,"Informations descriptives
Année de construction
2019
Surface terrain
542 m²
Nombre de façades
3
Nombre de salles de bain
1
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 803
Immeuble de rapport
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
woongebied
Type de zone inondable
Pas d’application
Permis d'urbanisme
Permis d'urbanisation ou permis de lotir",NA,€ 280.000,NA,se termine le 13/04/2021 à 10:00 heure(s),"Temps restant
02
jours
20
heures
:
21
min
:
24
sec
se termine le 13/04/2021 à 10:00 heure(s)",Old_property,3582,35,2019,NA,542,3,NA,0,280000,"<b>€ 280.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/194235'>Maison</a><br/>
Instapklare nieuwbouw",Running Auction,5.271159654589,51.06978945,"51.06978945,5.27115965459",68.81943110559446,108.5208144745221,3125.620048707168,45.165540566824546,93.48998866277952,72.57767085675616,53.18433345738334,114.95464169181605,10 04 2021
917,194894,https://www.biddit.be/fr/catalog/detail/194894,Stedelijke woning,8560 Wevelgem,Maison,"Informations descriptives
Année de construction
1948
Surface terrain
639 m²
Type de chauffage
Mazout
Nombre de salles de bain
1
Nombre de toilettes
2
Cave
Informations sur le jardin et terrain
Jardin
Informations énergétiques
Code unique du certificat PEB
20210222-0002376853-RES-1
Double vitrage
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 1.063
Immeuble de rapport
Informations urbanistiques
Type de zone inondable
Pas d’application",NA,€ 195.000,NA,se termine le 13/04/2021 à 10:00 heure(s),"Temps restant
02
jours
20
heures
:
21
min
:
24
sec
se termine le 13/04/2021 à 10:00 heure(s)",Old_property,8560,85,1948,NA,639,NA,NA,0,195000,"<b>€ 195.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/194894'>Maison</a><br/>
Stedelijke woning",Running Auction,3.2026154878227,50.84493445,"50.84493445,3.20261548782",80.6205940482583,42.894876553890235,3270.6435891087035,105.12721087711375,99.95632515839637,124.85829916860668,168.81321503663784,68.61430912787293,10 04 2021
919,194207,https://www.biddit.be/fr/catalog/detail/194207,Woning,3600 Genk,Maison,"Informations descriptives
Surface terrain
500 m²
Informations énergétiques
Code unique du certificat PEB
20210218-0002375530-RES-1
PEB
Panneaux solaires
Attestation de conformité de l'installation électrique
Oui, non conforme
Citerne à mazout, gaz ou autre
Capacité
2400
Attestation de conformité des citernes à mazout, gaz ou autre
Oui, conforme
Informations financières
Libre à partir du
À définir
Revenu cadastral
€ 522
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
woongebied
Type de zone inondable
Pas d’application
(procédure en cours) relative aux mesures de réparation aménagement du territoire
Permis d'urbanisme
Permis d'urbanisation ou permis de lotir
Droit de préemption RUP
Données relatives à la protection du patrimoine
L'immeuble est-il protégé ou repris dans un inventaire établi? (info: www.onroerenderfgoed.be)
Non",NA,€ 122.000,"08/04/2021, 18:47:02
Enchère
€ 122.000
08/04/2021, 14:02:31
Enchère
€ 121.000
05/04/2021, 11:00:04
Enchère
€ 120.000
05/04/2021, 11:00:00
Mise à prix
€ 120.000",se termine le 13/04/2021 à 11:00 heure(s),"Temps restant
02
jours
21
heures
:
21
min
:
12
sec
se termine le 13/04/2021 à 11:00 heure(s)",Old_property,3600,36,NA,NA,500,NA,NA,0,122000,"<b>€ 122.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/194207'>Maison</a><br/>
Woning",Running Auction,5.5001456,50.9654864,"50.9654864,5.5001456",81.48092752336835,125.02796159210966,3114.1031428492256,56.81567237944402,96.54352267314049,70.82639052551626,37.40992552852018,122.56608346772138,10 04 2021
920,194344,https://www.biddit.be/fr/catalog/detail/194344,Maison avec beau potentiel à rénover - jardin et 4 chambres,4100 Seraing,Maison,"Informations descriptives
État du bâtiment
À rénover
Informations sur le jardin et terrain
Jardin
Informations énergétiques
Code unique du certificat PEB
20190128009627
Consommation spécifique d'énergie primaire en KWh/m²/an
759
Consommation théorique totale d'énergie primaire en KWH/an (valeur)
123418
PEB
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 818
Immeuble de rapport
Informations urbanistiques
Destination urbanistique la plus récente
zone d'habitat
Infraction urbanistique ?
Permis d'urbanisme
Permis d'urbanisme de constructions groupées
Permis d'urbanisation ou permis de lotir
Données relatives à la protection du patrimoine
Inscription à la liste de sauvegarde ou de classement du patrimoine immobilier ?
Non
Procédure de classement au patrimoine",NA,€ 55.000,"10/04/2021, 11:40:44
Enchère
€ 55.000
09/04/2021, 15:19:55
Enchère
€ 54.000
08/04/2021, 08:46:26
Enchère
€ 53.000
06/04/2021, 17:29:26
Enchère
€ 52.000
06/04/2021, 11:49:05
Enchère
€ 51.000
05/04/2021, 11:00:12
Enchère
€ 50.000
05/04/2021, 11:00:00
Mise à prix
€ 50.000",se termine le 13/04/2021 à 11:00 heure(s),"Temps restant
02
jours
21
heures
:
21
min
:
12
sec
se termine le 13/04/2021 à 11:00 heure(s)",Old_property,4100,41,NA,NA,NA,NA,"
À rénover
",0,55000,"<b>€ 55.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/194344'>Maison</a><br/>
Maison avec beau potentiel à rénover - jardin et 4 chambres",Running Auction,5.5355698,50.5742979,"50.5742979,5.5355698",88.76569107870401,138.3432718094514,3125.7801591877655,67.84289590001167,79.23321587422139,48.362341051696596,7.18734564657756,112.35560360811935,10 04 2021
923,195668,https://www.biddit.be/fr/catalog/detail/195668,Centraal gelegen woning,2223 Schriek,Maison,"Informations descriptives
Surface terrain
1741 m²
Surface habitable
183 m²
État du bâtiment
À rénover
Type de chauffage
Mazout
Chauffage central
Nombre de façades
3
Nombre de salles de bain
1
Nombre de salles de douche
1
Cave
Informations supplémentaires
Grenier
Informations sur le jardin et terrain
Jardin
Informations sur les commodités et facilités
Écoles
Bus
Commerces
Informations énergétiques
Code unique du certificat PEB
202009110002313699-RES-1
Attestation de conformité de l'installation électrique
Oui, non conforme
Citerne à mazout, gaz ou autre
Informations financières
Libre à partir du
Immédiatemment
Revenu cadastral
€ 458
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
Woongebied
Type de zone inondable
Pas d’application
(procédure en cours) relative aux mesures de réparation aménagement du territoire
Permis d'urbanisme
Permis d'urbanisation ou permis de lotir
Droit de préemption RUP
Données relatives à la protection du patrimoine
L'immeuble est-il protégé ou repris dans un inventaire établi? (info: www.onroerenderfgoed.be)
Non",NA,€ 240.000,"05/04/2021, 22:43:03
Enchère
€ 240.000
05/04/2021, 12:00:00
Mise à prix
€ 240.000",se termine le 13/04/2021 à 12:00 heure(s),"Temps restant
02
jours
22
heures
:
21
min
:
08
sec
se termine le 13/04/2021 à 12:00 heure(s)",Old_property,2223,22,NA,183,1741,3,"
À rénover
",0,240000,"<b>€ 240.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/195668'>Maison</a><br/>
Centraal gelegen woning",Running Auction,4.4361161,51.2907379,"51.2907379,4.4361161",49.295107777455655,56.54654203072054,3173.0803300276657,49.25143463728246,97.78051070411685,96.45808808199763,108.41460550578785,98.8477008212525,10 04 2021
924,193675,https://www.biddit.be/fr/catalog/detail/193675,"Maison d'habitation rue de bois de breux, 79 à jupille",4020 Jupille-sur-Meuse,Maison,"Informations descriptives
Surface terrain
246 m²
Surface habitable
213 m²
État du bâtiment
Bon
Type de chauffage
Gaz
Chauffage central
Nombre de façades
2
Nombre de salles de bain
1
Nombre de toilettes
2
Nombre d'étages
2
Living
Salle à manger
Bureau
Informations supplémentaires
Buanderie
Parking(s) à l'intérieur
1
Informations sur le jardin et terrain
Terrasse
Jardin
Informations sur les commodités et facilités
Écoles
Trains
Bus
Commerces
Accès autoroute
Informations énergétiques
Code unique du certificat PEB
20200724009101
Consommation spécifique d'énergie primaire en KWh/m²/an
302
Consommation théorique totale d'énergie primaire en KWH/an (valeur)
64247
PEB
Panneaux solaires
Citerne à mazout, gaz ou autre
Test d’étanchéité
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 1.227
Immeuble de rapport
Informations urbanistiques
Destination urbanistique la plus récente
zone d'habitat
Infraction urbanistique ?
Permis d'urbanisme
Permis d'urbanisme de constructions groupées
Permis d'urbanisation ou permis de lotir
N° du permis d'urbanisation ou permis de lotir
10/82
Date du permis d'urbanisation ou permis de lotir
03/10/1977
Droit de préemption
Vente soumise à autorisation
Site Natura 2000 pressenti ou désigné
Données relatives à la protection du patrimoine
Inscription à la liste de sauvegarde ou de classement du patrimoine immobilier ?
Non",NA,€ 158.000,"10/04/2021, 02:31:59
Enchère
€ 158.000
09/04/2021, 14:36:27
Enchère
€ 157.000
07/04/2021, 23:00:34
Enchère
€ 155.000
07/04/2021, 22:53:18
Enchère
€ 154.000
05/04/2021, 13:10:56
Enchère
€ 153.000
05/04/2021, 13:10:30
Enchère
€ 152.000
05/04/2021, 13:07:33
Enchère
€ 151.000
05/04/2021, 13:00:30
Enchère
€ 150.000
05/04/2021, 13:00:00
Mise à prix
€ 150.000",se termine le 13/04/2021 à 13:00 heure(s),"Temps restant
02
jours
23
heures
:
21
min
:
00
sec
se termine le 13/04/2021 à 13:00 heure(s)",Old_property,4020,40,NA,213,246,2,"
Bon
",0,158000,"<b>€ 158.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/193675'>Maison</a><br/>
Maison d'habitation rue de bois de breux, 79 à jupille",Running Auction,5.5734203,50.6451381,"50.6451381,5.5734203",88.87130405264057,137.9164047429639,3120.68174073766,66.66594255801961,83.88197392293799,53.311133000063066,1.4618310011554347,116.10375286880203,10 04 2021
929,194223,https://www.biddit.be/fr/catalog/detail/194223,"Centraal gelegen woning te 2500 lier, molenstraat 73",2500 Lier,Maison,"Informations descriptives
Année de construction
1850
Surface terrain
80 m²
État du bâtiment
À rafraichir
Environnement
Urbain
Nombre de façades
2
Nombre de salles de bain
1
Nombre de toilettes
1
Living
Salle à manger
Cuisine équipée
Informations supplémentaires
Grenier
Informations sur les commodités et facilités
Écoles
Trains
Bus
Commerces
Accès autoroute
Informations énergétiques
Code unique du certificat PEB
20210220-0002376327-RES-1
PEB
Panneaux solaires
Citerne à mazout, gaz ou autre
Autres remarques
VOORKOOPRECHT VLAAMSE WATERWEG
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 631
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
woongebied
Type de zone inondable
Pas d’application
(procédure en cours) relative aux mesures de réparation aménagement du territoire
Permis d'urbanisme
Permis d'urbanisation ou permis de lotir
Droit de préemption RUP
Données relatives à la protection du patrimoine
L'immeuble est-il protégé ou repris dans un inventaire établi? (info: www.onroerenderfgoed.be)
Oui
Type d'inventaire
Zone archéologique protégé",NA,€ 121.000,"06/04/2021, 11:34:56
Enchère
€ 121.000
05/04/2021, 13:00:05
Enchère
€ 120.000
05/04/2021, 13:00:00
Mise à prix
€ 120.000",se termine le 13/04/2021 à 13:00 heure(s),"Temps restant
02
jours
23
heures
:
20
min
:
51
sec
se termine le 13/04/2021 à 13:00 heure(s)",Old_property,2500,25,1850,NA,80,2,"
À rafraichir
",0,121000,"<b>€ 121.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/194223'>Maison</a><br/>
Centraal gelegen woning te 2500 lier, molenstraat 73",Running Auction,4.5696516,51.131069,"51.131069,4.5696516",34.7242103171051,60.08715918537796,3169.883878512709,29.381786312393295,80.51727000819902,76.74298207010398,89.90103466115404,86.66432901364216,10 04 2021
931,194452,https://www.biddit.be/fr/catalog/detail/194452,Open bebouwing,2400 Mol,Maison,"Informations descriptives
Année de construction
1968
Surface terrain
945 m²
Surface habitable
133 m²
Nombre de façades
4
Nombre de salles de bain
1
Living
Cuisine équipée
Informations supplémentaires
Parking(s) à l'intérieur
1
Informations énergétiques
Code unique du certificat PEB
20210131-0002366888-RES-1
Informations financières
Libre à partir du
À l'acte
Revenu cadastral
€ 1.234
Revenu cadastral à définir
Immeuble de rapport
Informations urbanistiques
La destination urbanistique la plus récente de ce bien avec les dénominations utilisées dans le registre des plans.
Woongebied
Type de zone inondable
Pas d’application
(procédure en cours) relative aux mesures de réparation aménagement du territoire
Permis d'urbanisme
Permis d'urbanisation ou permis de lotir
Droit de préemption RUP",NA,€ 179.000,"09/04/2021, 16:32:06
Enchère
€ 179.000
06/04/2021, 19:42:19
Enchère
€ 178.000
05/04/2021, 14:09:20
Enchère
€ 177.000
05/04/2021, 13:00:04
Enchère
€ 176.000
05/04/2021, 13:00:00
Enchère
€ 175.000
05/04/2021, 13:00:00
Mise à prix
€ 175.000",se termine le 13/04/2021 à 13:00 heure(s),"Temps restant
02
jours
23
heures
:
20
min
:
50
sec
se termine le 13/04/2021 à 13:00 heure(s)",Old_property,2400,24,1968,133,945,4,NA,0,179000,"<b>€ 179.000 euros</b><br/>
 <a href='https://www.biddit.be/fr/catalog/detail/194452'>Maison</a><br/>
Open bebouwing",Running Auction,5.1155267,51.1840421,"51.1840421,5.1155267",65.00962466750488,98.57812456296962,3131.9298987065536,44.543156788159926,97.99507467179146,81.44711215926783,69.37236820993829,114.86860540450334,10 04 2021
